school_,city_,countystate_territory_,african_american_adm,african_american_app,african_american_enr,american_indian_adm,american_indian_app,american_indian_enr,asian_adm,asian_app,asian_enr,domestic_unknown_adm,domestic_unknown_app,domestic_unknown_enr,hispanic_latinx_adm,hispanic_latinx_app,hispanic_latinx_enr,intl_adm,intl_app,intl_enr,pacific_islander_adm,pacific_islander_app,pacific_islander_enr,white_adm,white_app,white_enr,total_applied,total_accepted,total_enrolled,pct_accepted,pct_enrolled
EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,3.0,0.0,0.0,0.0,89.0,116.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,98.0,30.0,75.97,23.26
EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,0.0,0.0,0.0,0.0,0.0,0.0,291.0,375.0,147.0,21.0,24.0,11.0,4.0,18.0,0.0,10.0,10.0,7.0,0.0,0.0,0.0,3.0,6.0,0.0,433.0,329.0,165.0,75.98,38.11
EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,5.0,6.0,3.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,3.0,66.67,11.11
EXETER UNION HIGH SCHOOL,Exeter,Tulare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,16.0,10.0,0.0,62.5,0.0
FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,9.0,18.0,0.0,0.0,0.0,0.0,27.0,34.0,15.0,0.0,0.0,0.0,40.0,79.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,140.0,81.0,36.0,57.86,25.71
FAIRFIELD HIGH SCHOOL,Fairfield,Solano,7.0,8.0,4.0,0.0,0.0,0.0,11.0,13.0,7.0,0.0,0.0,0.0,9.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,27.0,17.0,75.0,47.22
FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,6.0,0.0,0.0,0.0,31.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,6.0,75.0,50.0,18.0,66.67,24.0
FARMERSVILLE HIGH SCHOOL,Farmersville,Tulare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,3.0,64.71,17.65
FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,62.0,20.0,91.18,29.41
FILLMORE HIGH SCHOOL,Fillmore,Ventura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,36.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,26.0,11.0,72.22,30.56
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,23.0,3.0,79.31,10.34
FLORIN HIGH SCHOOL,Sacramento,Sacramento,0.0,0.0,0.0,0.0,0.0,0.0,34.0,43.0,20.0,0.0,0.0,0.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,43.0,20.0,69.35,32.26
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,3.0,6.0,0.0,0.0,0.0,0.0,27.0,34.0,17.0,0.0,0.0,0.0,22.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,7.0,102.0,65.0,31.0,63.73,30.39
FOLSOM HIGH SCHOOL,Folsom,Sacramento,3.0,7.0,0.0,0.0,0.0,0.0,78.0,101.0,43.0,0.0,12.0,0.0,8.0,19.0,0.0,6.0,8.0,5.0,3.0,0.0,0.0,27.0,60.0,14.0,207.0,125.0,62.0,60.39,29.95
FONTANA HIGH SCHOOL,Fontana,San Bernardino,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,204.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,114.0,20.0,54.29,9.52
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,34.0,8.0,87.18,20.51
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,7.0,27.0,12.0,7.0,44.44,25.93
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,3.0,6.0,0.0,0.0,0.0,0.0,170.0,203.0,75.0,19.0,22.0,9.0,18.0,22.0,9.0,14.0,15.0,4.0,0.0,0.0,0.0,34.0,52.0,9.0,320.0,258.0,106.0,80.62,33.12
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,40.0,19.0,9.0,47.5,22.5
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,3.0,0.0,0.0,0.0,0.0,0.0,31.0,52.0,21.0,8.0,9.0,5.0,32.0,60.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,52.0,11.0,173.0,108.0,53.0,62.43,30.64
FOOTHILL TECHNOLOGY HS,Ventura,Ventura,3.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,8.0,0.0,0.0,0.0,18.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,14.0,73.0,54.0,29.0,73.97,39.73
FOREST CHARTER SCHOOL,Nevada City,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,4.0,7.0,5.0,4.0,71.43,57.14
FORESTHILL HIGH SCHOOL,Foresthill,Placer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,inf,
FORT BRAGG HIGH SCHOOL,Fort Bragg,Mendocino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,28.0,25.0,10.0,89.29,35.71
FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,5.0,15.0,12.0,9.0,80.0,60.0
FOSHAY LEARNING CENTER,Los Angeles,Los Angeles,8.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,113.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,84.0,12.0,65.62,9.38
FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,0.0,0.0,0.0,0.0,0.0,0.0,135.0,231.0,70.0,0.0,0.0,0.0,6.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,5.0,273.0,151.0,78.0,55.31,28.57
FOWLER HIGH SCHOOL,Fowler,Fresno,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,19.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.0,5.0,90.62,15.62
FRANCISCO BRAVO MEDICAL MAGNET,Los Angeles,Los Angeles,5.0,7.0,0.0,0.0,0.0,0.0,33.0,37.0,17.0,0.0,0.0,0.0,113.0,157.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,151.0,58.0,75.12,28.86
FRANKLIN HIGH SCHOOL,Elk Grove,Sacramento,16.0,27.0,8.0,3.0,0.0,3.0,113.0,153.0,66.0,0.0,6.0,0.0,25.0,39.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,26.0,7.0,251.0,174.0,96.0,69.32,38.25
FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,35.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,40.0,11.0,67.8,18.64
FRAZIER MOUNTAIN HIGH SCHOOL,Lebec,Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,80.0,80.0
FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,4.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,29.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,9.0,76.0,58.0,26.0,76.32,34.21
FREEDOM HIGH SCHOOL,Oakley,Contra Costa,11.0,17.0,7.0,0.0,0.0,0.0,15.0,19.0,12.0,0.0,0.0,0.0,19.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,4.0,81.0,53.0,33.0,65.43,40.74
FREMONT ACD ENGINEERING/DESIGN,Pomona,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,58.33,25.0
FREMONT HIGH SCHOOL,Oakland,Alameda,8.0,11.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,35.0,40.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,48.0,8.0,84.21,14.04
FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,5.0,7.0,0.0,0.0,0.0,0.0,88.0,109.0,39.0,8.0,11.0,3.0,15.0,28.0,0.0,10.0,11.0,4.0,0.0,0.0,0.0,35.0,61.0,9.0,227.0,161.0,55.0,70.93,24.23
FRESNO HIGH SCHOOL,Fresno,Fresno,4.0,6.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,29.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,54.0,43.0,11.0,79.63,20.37
FRONTIER HIGH SCHOOL,Bakersfield,Kern,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,5.0,0.0,0.0,0.0,17.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,50.0,30.0,12.0,60.0,24.0
FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,4.0,6.0,0.0,0.0,0.0,0.0,21.0,25.0,12.0,4.0,0.0,3.0,22.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,8.0,86.0,68.0,36.0,79.07,41.86
FUTURES HIGH SCHOOL,Sacramento,Sacramento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,8.0,7.0,4.0,87.5,50.0
GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,115.0,159.0,65.0,3.0,6.0,0.0,14.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,132.0,70.0,68.75,36.46
GAHR HIGH SCHOOL,Cerritos,Los Angeles,7.0,19.0,0.0,0.0,0.0,0.0,41.0,56.0,24.0,0.0,0.0,0.0,13.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,61.0,32.0,61.62,32.32
GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,6.0,9.0,3.0,0.0,0.0,0.0,121.0,160.0,73.0,0.0,0.0,0.0,16.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,5.0,213.0,159.0,86.0,74.65,40.38
GALT HIGH SCHOOL,Galt,Sacramento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,19.0,15.0,9.0,78.95,47.37
GANESHA HIGH SCHOOL,Pomona,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,58.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,36.0,12.0,62.07,20.69
GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,3.0,6.0,0.0,0.0,0.0,0.0,79.0,119.0,60.0,0.0,0.0,0.0,21.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,103.0,65.0,62.8,39.63
GARDENA HIGH SCHOOL,Gardena,Los Angeles,12.0,16.0,0.0,0.0,0.0,0.0,8.0,9.0,4.0,0.0,0.0,0.0,35.0,50.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,55.0,11.0,73.33,14.67
GAREY HIGH SCHOOL,Pomona,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,65.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,53.0,13.0,81.54,20.0
GATEWAY HIGH SCHOOL,San Francisco,San Francisco,5.0,6.0,0.0,0.0,0.0,0.0,23.0,25.0,16.0,3.0,0.0,0.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,7.0,62.0,54.0,23.0,87.1,37.1
GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,8.0,11.0,0.0,0.0,0.0,0.0,170.0,218.0,103.0,9.0,11.0,6.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,6.0,280.0,205.0,115.0,73.21,41.07
GEORGE WASHINGTON PREPARATORY,Los Angeles,Los Angeles,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,3.0,61.54,11.54
GILROY HIGH SCHOOL,Gilroy,Santa Clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,43.0,23.0,7.0,53.49,16.28
GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,12.0,17.0,7.0,0.0,0.0,0.0,15.0,16.0,9.0,0.0,0.0,0.0,20.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,71.0,62.0,23.0,87.32,32.39
GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,77.0,101.0,49.0,5.0,5.0,3.0,28.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,110.0,63.0,73.33,42.0
GLENDALE HIGH SCHOOL,Glendale,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,9.0,0.0,0.0,0.0,20.0,36.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,50.0,20.0,110.0,72.0,40.0,65.45,36.36
GLENDORA HIGH SCHOOL,Glendora,Los Angeles,3.0,7.0,0.0,0.0,0.0,0.0,49.0,60.0,22.0,0.0,0.0,0.0,28.0,54.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,8.0,151.0,104.0,41.0,68.87,27.15
GOLDEN EAGLE CHARTER SCHOOL,Mount Shasta,Siskiyou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,inf,
GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,4.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,75.0,105.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,83.0,33.0,72.17,28.7
GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,4.0,0.0,4.0,0.0,0.0,0.0,11.0,12.0,6.0,0.0,0.0,0.0,63.0,71.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,91.0,85.0,51.0,93.41,56.04
GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,11.0,16.0,7.0,0.0,0.0,0.0,15.0,21.0,8.0,0.0,0.0,0.0,16.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,75.0,48.0,19.0,64.0,25.33
GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,26.0,21.0,6.0,80.77,23.08
GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,10.0,11.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,75.0,87.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,88.0,34.0,89.8,34.69
GONZALES HIGH SCHOOL,Gonzales,Monterey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,37.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,29.0,12.0,78.38,32.43
GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0,32.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,5.0,59.0,50.0,22.0,84.75,37.29
GRANADA HIGH SCHOOL,Livermore,Alameda,3.0,5.0,0.0,0.0,0.0,0.0,44.0,59.0,16.0,3.0,0.0,0.0,16.0,31.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,47.0,78.0,17.0,179.0,118.0,44.0,65.92,24.58
GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,20.0,38.0,8.0,0.0,0.0,0.0,162.0,207.0,102.0,8.0,10.0,0.0,95.0,160.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,99.0,30.0,514.0,341.0,189.0,66.34,36.77
GRAND TERRACE HIGH SCHOOL,Grand Terrace,San Bernardino,11.0,14.0,6.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,46.0,63.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,88.0,67.0,33.0,76.14,37.5
GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,4.0,7.0,0.0,0.0,0.0,0.0,43.0,55.0,23.0,9.0,11.0,5.0,11.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,68.0,24.0,161.0,114.0,58.0,70.81,36.02
GRANITE HILLS HIGH SCHOOL,Apple Valley,San Bernardino,3.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,24.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,3.0,61.0,36.0,18.0,59.02,29.51
GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,4.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,4.0,0.0,0.0,0.0,18.0,41.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,50.0,11.0,103.0,64.0,22.0,62.14,21.36
GRANITE HILLS HIGH SCHOOL,Porterville,Tulare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,6.0,77.78,33.33
GRANT HIGH SCHOOL,Sacramento,Sacramento,6.0,7.0,4.0,0.0,0.0,0.0,13.0,16.0,6.0,0.0,0.0,0.0,29.0,37.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,60.0,51.0,22.0,85.0,36.67
GREAT OAK HIGH SCHOOL,Temecula,Riverside,12.0,21.0,11.0,6.0,10.0,5.0,50.0,60.0,26.0,4.0,8.0,0.0,32.0,63.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,78.0,25.0,240.0,163.0,85.0,67.92,35.42
GREEN DESIGN STEAM ACADEMY,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,43.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,28.0,21.0,65.12,48.84
GREENFIELD HIGH SCHOOL,Greenfield,Monterey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,29.0,6.0,65.91,13.64
GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,103.0,115.0,51.0,8.0,8.0,7.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,143.0,122.0,58.0,85.31,40.56
GRIDLEY HIGH SCHOOL,Gridley,Butte,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,7.0,122.22,77.78
GRIFFIN ACADEMY HIGH SCHOOL,Vallejo,Solano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,inf,
GROSSMONT HIGH SCHOOL,El Cajon,San Diego,0.0,10.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,9.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,10.0,73.0,34.0,15.0,46.58,20.55
GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,3.0,0.0,60.0,0.0
GROVE HIGH SCHOOL,Redlands,San Bernardino,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,7.0,12.0,3.0,171.43,42.86
GUAJOME PARK ACADEMY,Vista,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,15.0,4.0,78.95,21.05
GUSTINE HIGH SCHOOL,Gustine,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,17.0,19.0,3.0,111.76,17.65
HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,7.0,4.0,5.0,0.0,11.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,38.0,11.0,79.0,56.0,26.0,70.89,32.91
HALLMARK ACADEMY,Sanger,Fresno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,100.0,0.0
HAMILTON HIGH SCHOOL,Anza,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,60.0,0.0
HAMILTON UNION HIGH SCHOOL,Hamilton City,Glenn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,42.86,42.86
HANFORD HIGH SCHOOL,Hanford,Kings,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,6.0,94.12,35.29
HANFORD WEST HIGH SCHOOL,Hanford,Kings,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,14.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,21.0,5.0,100.0,23.81
HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,17.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,37.0,3.0,73.0,48.0,8.0,65.75,10.96
HARMONY MAGNET ACADEMY,Strathmore,Tulare,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,20.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,36.0,26.0,6.0,72.22,16.67
HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,8.0,13.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,56.0,78.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,69.0,14.0,71.13,14.43
