school_,city_,countystate_territory_,african_american_adm,african_american_app,african_american_enr,american_indian_adm,american_indian_app,american_indian_enr,asian_adm,asian_app,asian_enr,domestic_unknown_adm,domestic_unknown_app,domestic_unknown_enr,hispanic_latinx_adm,hispanic_latinx_app,hispanic_latinx_enr,intl_adm,intl_app,intl_enr,pacific_islander_adm,pacific_islander_app,pacific_islander_enr,white_adm,white_app,white_enr,total_applied,total_accepted,total_enrolled,pct_accepted,pct_enrolled
LOMPOC HIGH SCHOOL,Lompoc,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,32.0,22.0,10.0,68.75,31.25
LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,23.0,38.0,13.0,0.0,0.0,0.0,60.0,81.0,34.0,0.0,0.0,0.0,65.0,99.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0,15.0,249.0,176.0,84.0,70.68,33.73
LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,7.0,16.0,4.0,0.0,0.0,0.0,85.0,115.0,50.0,14.0,17.0,10.0,32.0,67.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,72.0,20.0,287.0,188.0,95.0,65.51,33.1
LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,4.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,4.0,0.0,0.0,0.0,36.0,55.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,49.0,15.0,75.38,23.08
LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,3.0,6.0,0.0,3.0,0.0,0.0,122.0,147.0,39.0,0.0,17.0,0.0,49.0,58.0,18.0,7.0,7.0,4.0,0.0,0.0,0.0,59.0,86.0,23.0,321.0,243.0,84.0,75.7,26.17
LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,19.0,0.0,0.0,0.0,46.0,59.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,69.0,38.0,81.18,44.71
LOS ANGELES ACAD ARTS ENTRPRSE,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,4.0,65.22,17.39
LOS ANGELES COLG PREP ACADEMY,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
LOS ANGELES COUNTY HS FOR THE ARTS,Los Angeles,Los Angeles,6.0,13.0,0.0,0.0,0.0,0.0,9.0,10.0,4.0,0.0,0.0,0.0,15.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,31.0,4.0,75.0,47.0,14.0,62.67,18.67
LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,18.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,23.0,10.0,85.19,37.04
LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,4.0,78.57,28.57
LOS ANGELES SCH GLOBAL STUDIES,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,62.5,0.0
LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,38.0,9.0,71.7,16.98
LOS BANOS HIGH SCHOOL,Los Banos,Merced,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,56.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,67.0,65.0,14.0,97.01,20.9
LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,3.0,5.0,0.0,0.0,0.0,0.0,67.0,88.0,29.0,18.0,25.0,8.0,12.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,134.0,31.0,271.0,178.0,71.0,65.68,26.2
LOS MOLINOS HIGH SCHOOL,Los Molinos,Tehama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,inf,
LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,23.0,29.0,8.0,0.0,0.0,0.0,108.0,118.0,65.0,5.0,7.0,3.0,41.0,55.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,48.0,21.0,257.0,213.0,117.0,82.88,45.53
LOWELL HIGH SCHOOL,San Francisco,San Francisco,11.0,18.0,3.0,0.0,0.0,0.0,272.0,327.0,166.0,25.0,30.0,16.0,41.0,55.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,105.0,54.0,535.0,440.0,261.0,82.24,48.79
LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,20.0,17.0,9.0,85.0,45.0
LPS OAKLAND R&D CAMPUS,Oakland,Alameda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,9.0,100.0,47.37
LUIS VALDEZ LEADERSHIP ACADEMY,San Jose,Santa Clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,5.0,100.0,35.71
LUTHER BURBANK HIGH SCHOOL,Sacramento,Sacramento,6.0,10.0,0.0,0.0,0.0,0.0,21.0,32.0,10.0,0.0,0.0,0.0,21.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,76.0,51.0,17.0,67.11,22.37
LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,0.0,0.0,0.0,0.0,0.0,0.0,238.0,280.0,94.0,47.0,57.0,17.0,3.0,0.0,0.0,12.0,13.0,6.0,0.0,0.0,0.0,10.0,15.0,4.0,365.0,310.0,121.0,84.93,33.15
LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,119.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,81.0,27.0,64.8,21.6
MADERA HIGH SCHOOL,Madera,Madera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,60.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,65.0,51.0,20.0,78.46,30.77
MADERA SOUTH HIGH SCHOOL,Madera,Madera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,83.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,78.0,32.0,93.98,38.55
MADISON PARK ACADEMY,Oakland,Alameda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,4.0,85.0,20.0
MAGNOLIA HIGH SCHOOL,Anaheim,Orange,3.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,10.0,0.0,0.0,0.0,25.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,59.0,47.0,16.0,79.66,27.12
MAGNOLIA SCI ACADEMY-SANTA ANA,Santa Ana,Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,15.0,15.0,3.0,100.0,20.0
MAGNOLIA SCIENCE ACADEMY,Reseda,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,8.0,57.14,22.86
MAGNOLIA SCIENCE ACADEMY 2,Van Nuys,Los Angeles,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,3.0,76.47,17.65
MAGNOLIA SCIENCE ACADEMY 3,Carson,Los Angeles,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
MAGNOLIA SCIENCE ACADEMY 4,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,inf,
MAGNOLIA SCIENCE ACADEMY 5,Reseda,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,5.0,76.92,38.46
MAKING WAVES ACADEMY,Richmond,Contra Costa,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,24.0,91.89,64.86
MALIBU HIGH SCHOOL,Malibu,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,32.0,6.0,51.0,32.0,6.0,62.75,11.76
MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,5.0,26.0,17.0,9.0,65.38,34.62
MANTECA HIGH SCHOOL,Manteca,San Joaquin,4.0,5.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,28.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,4.0,65.0,55.0,21.0,84.62,32.31
MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,68.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,67.0,15.0,82.72,18.52
MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,39.0,64.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,76.0,48.0,8.0,63.16,10.53
MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,83.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,65.0,26.0,73.86,29.55
MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,3.0,6.0,0.0,0.0,0.0,0.0,15.0,26.0,7.0,0.0,0.0,0.0,11.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,51.0,12.0,105.0,60.0,26.0,57.14,24.76
MARINA HIGH SCHOOL,Huntington Beach,Orange,0.0,0.0,0.0,0.0,0.0,0.0,39.0,62.0,21.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,11.0,101.0,63.0,32.0,62.38,31.68
MARINA HIGH SCHOOL,Marina,Monterey,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,3.0,58.82,17.65
MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,10.0,0.0,142.86,0.0
MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,0.0,5.0,0.0,0.0,0.0,0.0,164.0,213.0,96.0,7.0,9.0,6.0,12.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,183.0,106.0,74.09,42.91
MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,13.0,18.0,8.0,0.0,0.0,0.0,44.0,55.0,28.0,3.0,0.0,3.0,52.0,73.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,40.0,17.0,186.0,140.0,81.0,75.27,43.55
MARYSVILLE CHARTER ACAD ARTS,Marysville,Yuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,71.43,57.14
MARYSVILLE HIGH SCHOOL,Marysville,Yuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,16.0,12.0,0.0,75.0,0.0
MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,68.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,71.0,21.0,93.42,27.63
MATH SCIENCE TECHNOLOGY MAGNET,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,63.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,51.0,17.0,80.95,26.98
MATILDA TORRES HIGH SCHOOL,Madera,Madera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,65.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,61.0,24.0,93.85,36.92
MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,7.0,15.0,4.0,0.0,0.0,0.0,8.0,11.0,5.0,0.0,0.0,0.0,31.0,43.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,75.0,50.0,17.0,66.67,22.67
MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,6.0,66.67,20.0
MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,111.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,74.0,27.0,66.67,24.32
MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,16.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,3.0,72.73,13.64
MCFARLAND HIGH SCHOOL,Mcfarland,Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,8.0,97.44,20.51
MCKINLEYVILLE HIGH SCHOOL,Mckinleyville,Humboldt,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,6.0,11.0,12.0,6.0,109.09,54.55
MCLANE HIGH SCHOOL,Fresno,Fresno,3.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,3.0,0.0,0.0,0.0,22.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,31.0,10.0,72.09,23.26
MENDOCINO HIGH SCHOOL,Mendocino,Mendocino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,inf,
MENDOTA HIGH SCHOOL,Mendota,Fresno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,34.0,11.0,89.47,28.95
MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,0.0,5.0,0.0,0.0,0.0,0.0,49.0,62.0,23.0,6.0,7.0,0.0,33.0,46.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,103.0,20.0,223.0,158.0,52.0,70.85,23.32
MERCED HIGH SCHOOL,Merced,Merced,5.0,7.0,3.0,0.0,0.0,0.0,10.0,11.0,8.0,0.0,0.0,0.0,25.0,28.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,5.0,57.0,49.0,34.0,85.96,59.65
MERCED SCHOLARS CHARTER SCH,Merced,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,inf,
MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,7.0,10.0,0.0,0.0,0.0,0.0,38.0,44.0,21.0,0.0,0.0,0.0,13.0,22.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,81.0,64.0,26.0,79.01,32.1
MERVYN M DYMALLY HIGH SCHOOL,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,57.14,0.0
MESA VERDE HIGH SCHOOL,Citrus Heights,Sacramento,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,16.0,13.0,0.0,81.25,0.0
MET SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,inf,inf
METWEST HIGH SCHOOL,Oakland,Alameda,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,10.0,105.26,52.63
MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,14.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,42.0,15.0,75.0,26.79
MIDDLE COLLEGE HIGH SCHOOL,San Bernardino,San Bernardino,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,35.0,15.0,92.11,39.47
MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,3.0,0.0,3.0,0.0,0.0,0.0,19.0,26.0,13.0,0.0,0.0,0.0,17.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,39.0,26.0,86.67,57.78
MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,75.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,52.0,19.0,69.33,25.33
MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,14.0,0.0,0.0,0.0,9.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,51.0,39.0,18.0,76.47,35.29
MIGUEL CONTRERAS LRNG COMPLEX,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,3.0,77.78,16.67
MILLENNIUM HIGH SCHOOL,Piedmont,Alameda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,inf,
MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,4.0,5.0,3.0,0.0,0.0,0.0,14.0,18.0,11.0,0.0,0.0,0.0,14.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,51.0,39.0,27.0,76.47,52.94
MILLS HIGH SCHOOL,Millbrae,San Mateo,0.0,0.0,0.0,0.0,0.0,0.0,95.0,135.0,53.0,4.0,5.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,4.0,163.0,114.0,57.0,69.94,34.97
MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,5.0,6.0,4.0,0.0,0.0,0.0,224.0,290.0,119.0,9.0,9.0,4.0,10.0,21.0,5.0,13.0,13.0,6.0,0.0,0.0,0.0,8.0,13.0,8.0,352.0,269.0,146.0,76.42,41.48
MILPITAS MIDDLE COLLEGE HS,Milpitas,Santa Clara,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,3.0,53.33,20.0
MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,14.0,20.0,8.0,0.0,0.0,0.0,70.0,92.0,38.0,9.0,14.0,4.0,30.0,54.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,175.0,43.0,355.0,234.0,104.0,65.92,29.3
MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,4.0,10.0,3.0,0.0,0.0,0.0,51.0,62.0,34.0,8.0,9.0,6.0,11.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,37.0,12.0,137.0,100.0,60.0,72.99,43.8
MIRA MESA HIGH SCHOOL,San Diego,San Diego,7.0,16.0,0.0,0.0,0.0,0.0,64.0,115.0,36.0,0.0,0.0,0.0,8.0,27.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,6.0,178.0,91.0,46.0,51.12,25.84
MIRA MONTE HIGH SCHOOL,Bakersfield,Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,73.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,57.0,16.0,78.08,21.92
MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,0.0,0.0,0.0,0.0,0.0,0.0,38.0,57.0,13.0,8.0,11.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,25.0,173.0,104.0,38.0,60.12,21.97
MISSION ACADEMY,Acton,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,inf,
MISSION BAY HIGH,San Diego,San Diego,4.0,9.0,0.0,0.0,0.0,0.0,9.0,12.0,5.0,0.0,0.0,0.0,24.0,37.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,45.0,11.0,103.0,76.0,27.0,73.79,26.21
MISSION EARLY COLLEGE HIGH SCH,Santa Clara,Santa Clara,4.0,5.0,0.0,0.0,0.0,0.0,10.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,22.0,19.0,6.0,86.36,27.27
MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,4.0,7.0,0.0,4.0,5.0,0.0,29.0,37.0,15.0,0.0,0.0,0.0,41.0,72.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,12.0,154.0,98.0,42.0,63.64,27.27
MISSION OAK HIGH SCHOOL,Tulare,Tulare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,49.0,40.0,10.0,81.63,20.41
MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,0.0,0.0,0.0,0.0,0.0,0.0,287.0,332.0,114.0,52.0,57.0,24.0,4.0,5.0,0.0,12.0,14.0,8.0,0.0,0.0,0.0,4.0,6.0,0.0,414.0,359.0,146.0,86.71,35.27
MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,7.0,9.0,3.0,0.0,0.0,0.0,15.0,16.0,5.0,0.0,0.0,0.0,62.0,64.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,5.0,105.0,100.0,40.0,95.24,38.1
MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,4.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,15.0,5.0,5.0,0.0,12.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,47.0,10.0,112.0,75.0,32.0,66.96,28.57
