school_id,school,city,countystate_territory,university_,african_american_adm,african_american_app,african_american_enr,american_indian_adm,american_indian_app,american_indian_enr,asian_adm,asian_app,asian_enr,domestic_unknown_adm,domestic_unknown_app,domestic_unknown_enr,hispanic_latinx_adm,hispanic_latinx_app,hispanic_latinx_enr,intl_adm,intl_app,intl_enr,pacific_islander_adm,pacific_islander_app,white_adm,white_app,white_enr,total_applied,total_accepted,total_enrolled
50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,36.0,48.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,101.0,70.0,0.0
50008,VASQUEZ HIGH SCHOOL,Acton,Los Angeles,Merced,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Davis,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0
50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
50013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
50013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
50013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
50013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0
50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Berkeley,0.0,5.0,0.0,0.0,0.0,0.0,7.0,36.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,61.0,7.0,5.0
50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Davis,0.0,8.0,0.0,0.0,0.0,0.0,23.0,37.0,9.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,68.0,34.0,9.0
50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Irvine,0.0,5.0,0.0,0.0,0.0,0.0,5.0,43.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,64.0,5.0,0.0
50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Los Angeles,0.0,6.0,0.0,0.0,0.0,0.0,4.0,40.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,64.0,4.0,3.0
50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Merced,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,15.0,3.0
50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,San Diego,0.0,6.0,0.0,0.0,0.0,0.0,13.0,38.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,67.0,13.0,3.0
50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,47.0,17.0,0.0
50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Santa Cruz,3.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,46.0,33.0,0.0
50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0
50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Davis,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,17.0,13.0,3.0
50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0
50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,3.0
50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Merced,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0
50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0
50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0
50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0
50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0
